province,crop_type,soil_type,season_rainfall_mm,avg_temp_c,soil_moisture_pct,irrigation_mm,fertilizer_kg_ha,pest_pressure_index,farm_size_ha,yield_tons_per_ha
Free State,Sunflower,Sandy,536.1,20.6,36.1,68.8,159.2,2.9,15.0,1.49
Limpopo,Soybean,Sandy,512.3,27.0,31.1,19.5,153.1,2.56,13.1,2.4
Limpopo,Wheat,Clay,377.6,23.8,19.1,181.7,99.5,5.32,16.2,2.51
Limpopo,Sunflower,Loam,358.9,19.2,17.3,200.0,146.7,1.49,6.5,2.41
North West,Soybean,Clay,485.4,18.2,22.0,108.4,141.6,5.46,22.4,1.45
North West,Sunflower,Sandy,579.6,21.2,34.6,70.9,171.0,6.21,25.9,1.83
Mpumalanga,Soybean,Clay,693.0,17.7,34.5,137.8,205.8,1.68,3.3,4.73
Free State,Sunflower,Sandy,479.1,21.6,25.1,119.6,277.8,3.75,9.6,2.28
Mpumalanga,Wheat,Loam,518.8,24.7,34.9,107.4,20.0,2.79,28.3,3.6
KwaZulu-Natal,Wheat,Sandy,403.0,24.1,16.1,110.0,292.9,4.22,30.1,3.61
North West,Soybean,Clay,563.9,19.2,34.2,7.7,48.4,5.28,21.8,2.68
KwaZulu-Natal,Soybean,Loam,644.8,19.2,27.5,182.8,177.4,2.12,33.4,4.67
Limpopo,Soybean,Loam,388.2,22.9,13.8,321.1,234.0,2.48,35.7,3.87
North West,Wheat,Loam,590.1,20.1,25.7,237.6,133.5,2.36,25.4,4.98
Free State,Wheat,Sandy,880.0,22.1,50.2,171.9,154.3,2.03,33.9,4.76
KwaZulu-Natal,Maize,Clay,704.7,25.1,40.2,253.7,164.5,2.93,17.2,7.12
Mpumalanga,Maize,Loam,571.9,21.6,25.4,263.7,175.9,1.95,47.2,8.18
North West,Maize,Sandy,274.6,15.6,8.5,136.6,183.5,1.05,34.6,4.71
North West,Wheat,Loam,374.5,24.4,18.9,31.2,176.9,0.62,18.2,4.25
KwaZulu-Natal,Soybean,Clay,319.8,26.6,22.8,62.5,202.4,2.2,23.6,2.71
North West,Maize,Sandy Loam,652.3,28.5,35.1,97.9,168.8,1.59,26.5,6.79
North West,Sunflower,Clay,818.8,20.2,54.5,215.1,238.7,0.77,25.6,4.95
KwaZulu-Natal,Sunflower,Sandy Loam,656.2,25.5,27.5,4.1,200.5,3.48,8.1,2.79
Free State,Maize,Sandy Loam,590.6,17.9,32.8,43.6,244.5,0.21,20.7,7.15
North West,Maize,Sandy,508.9,22.9,16.8,280.2,154.7,3.53,15.8,4.83
Free State,Sunflower,Clay,703.8,21.3,38.2,219.4,137.3,5.53,32.0,2.79
Free State,Sunflower,Sandy,304.1,24.4,14.6,166.7,148.5,2.22,18.0,1.99
North West,Wheat,Clay,472.8,26.7,19.8,177.0,165.9,3.52,16.4,3.65
Free State,Sunflower,Sandy Loam,750.2,18.9,46.0,0.0,211.6,1.04,32.0,3.19
Mpumalanga,Wheat,Sandy Loam,632.7,25.2,30.8,87.6,189.1,2.9,22.7,4.48
Limpopo,Wheat,Sandy Loam,442.6,18.5,18.2,108.3,164.1,3.51,53.6,3.54
Limpopo,Maize,Sandy,601.0,18.8,39.3,270.7,248.2,1.05,37.7,7.38
KwaZulu-Natal,Soybean,Clay,581.1,22.7,,235.3,295.0,2.6,42.9,4.14
KwaZulu-Natal,Maize,Clay,561.2,15.4,25.7,73.9,161.5,1.57,30.5,5.99
North West,Soybean,Sandy Loam,721.0,21.7,35.9,144.6,149.2,1.56,1.1,3.97
Limpopo,Maize,Sandy,635.0,28.3,31.0,120.6,140.4,6.06,20.8,5.01
North West,Soybean,Loam,487.8,23.5,35.9,138.1,250.1,0.19,18.5,4.42
KwaZulu-Natal,Soybean,Clay,553.4,24.5,32.5,173.3,183.7,2.72,6.7,3.47
KwaZulu-Natal,Maize,Loam,716.1,21.8,37.7,98.9,154.6,2.87,5.1,7.85
North West,Maize,Loam,762.8,26.9,48.7,0.0,147.9,1.1,39.6,7.98
Free State,Maize,Loam,708.5,23.1,35.4,62.3,170.1,4.23,85.4,7.45
Limpopo,Maize,Loam,850.9,23.5,50.5,111.9,235.9,1.58,12.6,9.36
North West,Sunflower,Sandy,664.6,19.8,41.7,33.3,143.6,7.36,16.9,1.74
Limpopo,Sunflower,Loam,819.1,21.7,46.0,83.1,261.5,2.57,14.4,4.01
North West,Sunflower,Loam,563.3,22.4,31.6,31.4,226.2,2.58,1.9,3.31
North West,Soybean,Sandy Loam,659.9,19.5,31.4,59.6,176.5,2.11,26.3,3.97
Mpumalanga,Soybean,Clay,786.8,25.2,51.4,52.4,228.2,2.73,59.3,3.93
Mpumalanga,Soybean,Sandy Loam,698.7,23.4,35.5,178.6,263.1,2.77,20.3,4.61
KwaZulu-Natal,Maize,Sandy,395.5,19.3,20.4,114.8,181.1,1.06,28.7,4.58
Limpopo,Soybean,Clay,601.4,18.2,33.5,243.3,125.7,7.28,5.7,3.14
Free State,Maize,Sandy,604.7,20.5,29.7,129.3,166.6,0.41,57.2,5.68
KwaZulu-Natal,Sunflower,Clay,319.6,15.5,15.1,147.1,258.8,5.4,30.5,1.74
Limpopo,Soybean,Sandy,550.3,22.2,32.3,74.8,244.4,2.84,1.8,3.05
Free State,Maize,Loam,737.8,30.3,38.2,115.3,179.5,2.35,12.6,7.04
Limpopo,Wheat,Sandy Loam,546.4,20.2,24.3,239.5,179.7,2.04,32.4,4.78
Limpopo,Sunflower,Loam,716.9,15.8,34.3,101.1,240.5,2.06,22.5,3.34
Mpumalanga,Wheat,Loam,707.0,25.5,,308.1,205.1,0.29,38.1,6.23
Free State,Maize,Sandy Loam,542.4,20.0,34.4,140.0,181.0,3.13,32.2,6.84
North West,Soybean,Clay,389.8,15.1,21.3,181.4,156.0,0.9,27.3,2.21
Limpopo,Wheat,Sandy,505.4,22.8,32.6,68.1,216.1,0.94,30.0,3.5
North West,Sunflower,Sandy,270.1,26.3,12.7,130.3,282.2,2.39,23.2,1.86
KwaZulu-Natal,Sunflower,Sandy Loam,504.8,28.4,23.9,161.1,202.0,2.47,26.0,2.14
KwaZulu-Natal,Wheat,Loam,499.2,22.7,35.0,23.8,165.5,0.81,53.0,4.4
Free State,Maize,Clay,667.2,20.7,38.8,200.6,243.7,0.55,29.2,7.03
North West,Sunflower,Sandy Loam,858.9,21.5,45.8,116.1,201.4,1.78,18.7,3.32
KwaZulu-Natal,Soybean,Sandy,588.7,16.4,31.8,107.5,203.2,1.52,38.2,2.54
North West,Soybean,Sandy,605.2,23.1,31.3,63.1,248.7,5.37,11.6,3.4
Mpumalanga,Sunflower,Sandy,631.9,19.8,35.5,123.6,236.7,1.41,81.1,2.98
Limpopo,Maize,Sandy Loam,634.3,23.7,52.7,215.9,147.5,3.96,9.0,7.33
KwaZulu-Natal,Maize,Sandy,741.8,26.0,39.1,29.8,278.2,2.9,1.0,5.94
Limpopo,Sunflower,Sandy,586.1,21.9,31.2,93.8,169.2,0.52,3.6,3.23
Limpopo,Sunflower,Clay,592.4,24.7,24.6,34.0,300.0,2.03,14.3,3.11
Free State,Maize,Loam,571.1,22.3,,212.0,121.6,1.26,14.7,7.59
Mpumalanga,Sunflower,Sandy,504.9,26.4,31.1,0.0,96.6,1.72,1.0,1.29
North West,Sunflower,Sandy Loam,802.3,21.4,40.3,0.0,212.3,2.83,1.0,2.8
North West,Sunflower,Loam,353.2,22.8,9.0,187.4,174.8,2.55,25.5,2.93
North West,Sunflower,Sandy Loam,721.6,17.1,51.0,148.6,138.2,3.91,6.3,3.58
North West,Maize,Sandy Loam,481.2,29.7,22.7,129.2,181.7,2.44,29.3,5.93
North West,Maize,Clay,890.4,20.0,55.3,183.4,124.6,1.26,13.0,8.27
KwaZulu-Natal,Wheat,Clay,396.2,28.4,24.2,0.0,210.0,2.95,9.0,2.45
KwaZulu-Natal,Maize,Clay,467.9,21.6,21.3,277.5,40.5,1.74,69.5,5.91
Free State,Maize,Sandy Loam,454.2,23.8,28.0,79.3,42.5,1.32,8.7,5.38
Mpumalanga,Sunflower,Clay,470.6,28.0,21.7,122.0,170.9,5.29,11.6,1.12
Mpumalanga,Soybean,Sandy Loam,645.1,20.7,32.8,132.0,149.0,1.56,43.7,4.28
Mpumalanga,Soybean,Clay,750.8,17.1,34.3,241.4,230.1,1.24,7.0,5.1
North West,Maize,Loam,594.4,19.2,36.5,165.9,111.6,0.35,67.7,7.39
Free State,Soybean,Clay,560.1,18.8,26.2,187.1,205.5,3.97,4.0,3.64
North West,Wheat,Loam,552.2,22.3,23.3,255.5,118.8,4.16,1.0,4.21
Mpumalanga,Sunflower,Sandy,426.7,22.6,21.4,243.7,268.6,2.56,33.5,3.13
North West,Sunflower,Clay,422.9,14.4,29.2,152.4,98.9,1.6,28.1,2.36
KwaZulu-Natal,Maize,Loam,590.0,26.1,20.5,6.2,243.7,2.61,35.9,7.21
Limpopo,Wheat,Sandy Loam,444.8,22.3,30.9,150.8,160.2,3.19,7.7,3.62
North West,Wheat,Clay,503.1,27.3,23.9,82.2,187.2,1.18,47.7,3.79
Mpumalanga,Maize,Sandy Loam,752.0,26.0,35.6,149.1,213.4,2.06,8.8,7.87
North West,Maize,Loam,500.4,21.2,22.2,124.9,162.8,1.92,13.5,6.66
Free State,Sunflower,Loam,511.1,25.6,26.1,296.8,240.7,3.2,39.6,3.66
KwaZulu-Natal,Soybean,Loam,812.3,18.6,42.4,86.0,190.3,1.18,2.9,4.35
KwaZulu-Natal,Maize,Loam,387.5,19.2,23.4,141.7,280.2,1.97,11.2,7.13
KwaZulu-Natal,Sunflower,Sandy Loam,627.1,20.0,27.2,43.2,161.4,3.22,3.9,2.5
North West,Sunflower,Sandy Loam,545.3,27.4,22.5,0.0,204.9,1.2,21.8,2.66
KwaZulu-Natal,Wheat,Loam,658.9,22.3,38.7,1.3,239.4,0.58,41.0,5.31
North West,Wheat,Loam,611.0,19.2,28.7,194.7,273.9,1.66,18.2,16.89
Free State,Maize,Sandy Loam,448.4,28.3,31.4,122.2,193.6,0.64,13.7,5.72
KwaZulu-Natal,Wheat,Sandy Loam,676.2,24.0,35.8,184.8,150.5,2.75,39.2,4.37
Mpumalanga,Wheat,Sandy Loam,468.0,24.7,27.9,8.0,131.9,3.0,61.0,3.61
KwaZulu-Natal,Sunflower,Clay,596.8,23.1,36.6,18.9,151.1,0.67,73.6,2.09
Mpumalanga,Soybean,Sandy,466.6,28.1,23.7,95.2,97.0,1.19,46.7,2.56
Mpumalanga,Sunflower,Sandy Loam,675.1,24.9,37.2,131.5,194.7,3.5,5.1,3.09
KwaZulu-Natal,Soybean,Loam,552.0,23.7,36.7,101.1,163.0,2.0,34.8,3.28
KwaZulu-Natal,Soybean,Loam,537.6,21.8,30.3,281.4,160.3,0.36,59.0,3.7
KwaZulu-Natal,Maize,Loam,566.0,19.3,27.8,99.3,182.7,0.52,38.5,7.55
Mpumalanga,Wheat,Sandy,686.1,22.5,32.9,61.7,108.0,0.25,12.2,3.68
KwaZulu-Natal,Sunflower,Sandy,593.3,17.0,38.4,28.0,150.1,1.97,68.0,2.5
North West,Wheat,Sandy Loam,737.1,18.5,33.4,275.8,239.3,3.27,16.2,5.65
North West,Soybean,Loam,372.8,18.4,19.3,314.3,88.9,1.78,134.5,2.98
Limpopo,Maize,Sandy Loam,679.2,15.8,36.5,261.2,155.5,0.87,40.6,7.45
Limpopo,Soybean,Sandy,406.3,20.9,27.4,40.6,216.4,2.06,47.8,2.13
KwaZulu-Natal,Wheat,Loam,519.7,21.0,35.2,83.8,158.9,1.33,16.2,3.63
KwaZulu-Natal,Soybean,Loam,576.5,19.4,31.4,174.0,99.3,3.57,3.0,3.49
Free State,Maize,Sandy Loam,292.7,25.0,15.3,133.8,199.2,2.61,7.8,5.1
Free State,Maize,Loam,679.2,18.9,34.5,177.6,216.8,6.37,11.6,7.56
Free State,Wheat,Loam,551.7,23.7,24.1,129.9,110.3,1.07,17.9,4.2
Limpopo,Maize,Sandy Loam,249.9,21.5,10.0,219.4,191.6,0.44,8.4,5.77
North West,Wheat,Sandy,383.4,22.8,15.8,122.8,132.9,0.7,16.9,2.62
North West,Sunflower,Clay,594.6,29.9,32.7,171.9,209.9,2.93,27.8,2.67
Mpumalanga,Maize,Sandy,641.5,19.4,37.6,213.0,84.2,1.37,1.0,6.35
Limpopo,Soybean,Loam,784.7,27.2,42.4,143.3,219.8,2.89,3.6,4.43
Mpumalanga,Soybean,Sandy,550.9,26.9,26.6,221.8,193.0,2.69,14.7,3.53
Limpopo,Maize,Sandy,641.4,23.4,37.2,288.2,170.3,3.4,5.3,6.9
North West,Maize,Loam,734.6,12.0,39.7,63.3,249.4,1.55,10.9,8.39
North West,Wheat,Sandy Loam,656.5,22.7,41.8,193.7,203.6,1.68,16.7,4.76
KwaZulu-Natal,Wheat,Loam,523.8,15.9,25.3,0.0,212.4,3.29,41.3,3.91
Mpumalanga,Maize,Sandy,291.6,15.5,5.2,113.2,193.5,1.28,1.0,3.62
Limpopo,Wheat,Loam,538.5,25.3,31.8,126.1,169.2,2.95,41.8,4.5
Mpumalanga,Maize,Sandy Loam,689.6,21.4,42.9,0.0,203.6,2.99,14.2,7.6
Mpumalanga,Sunflower,Sandy,689.4,22.3,37.3,52.0,189.6,0.51,1.0,2.54
North West,Soybean,Sandy Loam,448.2,28.2,29.6,183.0,183.9,0.85,23.5,3.58
North West,Soybean,Clay,435.4,25.5,33.1,15.1,143.2,6.59,48.3,1.7
North West,Soybean,Sandy,767.0,20.6,39.3,83.3,162.1,2.55,17.3,3.51
Free State,Sunflower,Loam,591.2,24.1,,111.1,162.0,3.68,1.3,2.68
KwaZulu-Natal,Maize,Sandy Loam,515.9,19.0,28.2,58.6,98.0,6.32,73.9,5.86
Free State,Maize,Loam,356.7,22.7,13.8,190.9,194.2,0.36,32.0,6.6
KwaZulu-Natal,Maize,Sandy Loam,603.8,22.1,38.8,47.7,161.8,2.12,4.9,7.1
KwaZulu-Natal,Sunflower,Sandy Loam,503.7,26.1,30.7,257.2,103.7,3.14,18.5,2.46
Limpopo,Soybean,Sandy Loam,366.7,24.7,21.2,163.2,138.7,0.91,3.6,2.83
KwaZulu-Natal,Sunflower,Clay,882.4,15.2,54.9,57.2,93.9,4.28,54.4,3.09
KwaZulu-Natal,Soybean,Sandy Loam,589.9,19.3,33.7,161.1,215.6,1.05,45.3,4.04
Free State,Soybean,Sandy,615.9,25.8,38.7,46.2,209.6,2.79,1.5,3.38
North West,Soybean,Sandy,733.8,29.7,44.4,167.1,273.6,1.19,47.4,4.15
Free State,Soybean,Sandy Loam,718.8,20.3,35.2,81.0,214.7,1.66,27.5,4.03
North West,Wheat,Sandy Loam,204.7,25.0,5.8,44.8,288.5,3.14,9.4,3.39
North West,Soybean,Clay,562.9,19.6,29.7,144.2,116.1,1.57,21.7,3.27
Limpopo,Wheat,Clay,733.6,20.0,41.2,15.5,148.2,2.35,1.0,4.16
Limpopo,Maize,Loam,532.2,26.9,28.4,8.9,289.2,0.91,8.6,7.07
Mpumalanga,Wheat,Sandy,591.0,17.3,20.7,187.4,186.0,2.45,4.4,3.64
Mpumalanga,Soybean,Clay,633.3,17.7,26.4,0.0,177.7,0.94,10.1,3.4
KwaZulu-Natal,Sunflower,Clay,302.2,23.6,11.9,234.6,306.8,3.91,12.0,2.68
Limpopo,Maize,Clay,639.7,17.6,32.6,49.9,86.9,5.24,9.8,5.34
Limpopo,Soybean,Sandy,543.5,19.9,24.6,176.6,66.7,2.44,127.3,1.98
Free State,Wheat,Sandy,206.2,18.9,15.1,81.6,165.9,0.6,65.4,2.42
North West,Sunflower,Clay,597.7,17.0,34.3,77.5,151.4,4.01,31.6,2.33
North West,Maize,Sandy Loam,571.2,19.6,35.2,313.0,82.6,4.08,26.8,6.81
Free State,Wheat,Sandy,516.6,20.6,18.5,78.4,210.8,3.93,3.5,3.52
Mpumalanga,Sunflower,Sandy Loam,842.2,22.2,32.6,244.2,248.3,1.17,60.7,4.54
KwaZulu-Natal,Soybean,Sandy Loam,645.5,20.7,37.4,2.0,62.7,1.64,36.9,3.48
Mpumalanga,Soybean,Clay,307.4,19.2,18.0,106.0,312.3,4.91,12.1,2.25
Limpopo,Soybean,Clay,473.8,18.5,23.3,131.7,222.9,1.36,13.3,3.1
Mpumalanga,Wheat,Clay,827.0,17.4,59.2,173.7,136.1,0.11,22.2,4.99
KwaZulu-Natal,Maize,Sandy Loam,276.9,24.0,19.2,248.5,276.6,2.58,31.9,5.67
Free State,Soybean,Sandy,696.4,29.2,38.9,221.3,219.6,4.6,21.9,3.71
Free State,Wheat,Loam,283.0,24.8,,206.2,88.0,2.64,12.2,2.56
Limpopo,Soybean,Clay,703.9,26.3,35.5,35.4,224.2,1.63,11.4,4.64
KwaZulu-Natal,Wheat,Sandy,668.0,23.3,42.9,199.0,139.5,2.02,12.5,3.87
Mpumalanga,Maize,Sandy Loam,796.2,20.2,36.1,162.7,170.5,6.71,19.0,7.57
Limpopo,Maize,Loam,540.3,20.0,30.1,145.3,143.7,2.01,4.7,6.38
KwaZulu-Natal,Maize,Sandy Loam,696.3,19.9,37.3,10.9,109.7,4.13,20.7,6.49
North West,Sunflower,Sandy Loam,615.7,20.8,37.6,296.1,156.1,3.46,18.4,3.32
KwaZulu-Natal,Soybean,Sandy,417.4,20.6,21.3,82.6,212.4,0.88,4.3,2.56
North West,Soybean,Clay,775.8,21.8,43.3,204.9,193.2,1.66,1.9,4.88
KwaZulu-Natal,Sunflower,Sandy,629.2,18.6,31.8,0.0,246.2,1.74,9.6,2.32
Mpumalanga,Wheat,Loam,629.7,20.9,44.2,0.0,262.7,5.94,38.8,4.75
Limpopo,Soybean,Sandy Loam,603.4,24.9,39.1,295.9,174.3,4.47,1.0,3.4
North West,Maize,Sandy Loam,483.0,21.5,25.7,94.3,254.6,1.38,35.8,5.84
Free State,Sunflower,Loam,601.1,15.7,31.1,81.1,85.0,3.49,3.3,2.45
North West,Wheat,Loam,856.4,20.8,48.6,21.9,122.3,5.35,51.7,5.19
Limpopo,Soybean,Sandy Loam,465.8,18.3,27.4,69.1,52.4,3.65,35.5,2.25
North West,Sunflower,Loam,536.2,21.2,31.2,96.2,130.4,3.83,34.6,2.01
Free State,Wheat,Loam,423.4,17.1,34.2,242.7,141.8,4.12,17.5,3.79
KwaZulu-Natal,Soybean,Sandy Loam,636.7,27.3,39.6,130.5,87.5,2.36,50.8,3.72
Free State,Maize,Loam,674.9,17.2,44.9,101.4,212.9,2.37,31.0,7.01
KwaZulu-Natal,Wheat,Loam,333.5,24.5,16.1,215.4,218.8,2.29,24.3,4.75
North West,Sunflower,Clay,408.7,24.4,19.7,127.3,134.2,3.54,49.8,1.15
KwaZulu-Natal,Wheat,Clay,598.9,22.4,32.7,180.3,232.7,5.85,7.5,3.56
KwaZulu-Natal,Soybean,Sandy Loam,574.2,23.6,39.3,3.4,156.0,3.63,12.1,2.78
North West,Maize,Loam,650.1,21.1,32.2,254.0,195.3,4.72,21.7,8.08
Limpopo,Wheat,Sandy Loam,575.7,20.3,36.3,66.7,127.0,2.49,34.1,3.68
Limpopo,Wheat,Sandy,547.3,25.7,32.8,146.7,198.0,4.83,28.3,3.82
KwaZulu-Natal,Sunflower,Sandy Loam,705.5,24.4,42.9,123.7,214.7,0.81,126.8,3.07
Mpumalanga,Soybean,Clay,507.8,20.0,29.7,248.7,167.7,0.4,10.1,3.89
North West,Wheat,Clay,589.8,18.0,28.1,154.4,192.3,0.79,4.6,4.9
Mpumalanga,Sunflower,Sandy Loam,978.4,21.9,,21.2,165.0,7.08,1.0,3.01
North West,Wheat,Sandy,560.1,25.0,24.8,148.1,111.0,2.21,3.0,2.94
Mpumalanga,Maize,Sandy Loam,531.7,19.3,26.4,176.3,158.3,4.87,15.4,6.92
KwaZulu-Natal,Wheat,Loam,773.4,24.9,38.3,64.8,122.8,4.46,38.3,4.83
KwaZulu-Natal,Wheat,Sandy Loam,705.0,17.8,25.7,57.4,127.9,1.53,32.8,4.18
Free State,Sunflower,Sandy Loam,758.6,21.6,39.4,0.0,280.8,3.49,77.0,3.76
KwaZulu-Natal,Maize,Clay,617.9,21.9,27.8,112.3,268.8,5.2,1.0,6.27
KwaZulu-Natal,Sunflower,Sandy Loam,874.5,25.5,54.5,95.3,97.7,0.9,9.8,3.75
Limpopo,Wheat,Sandy,520.4,26.0,29.5,190.6,178.8,4.37,13.1,2.7
KwaZulu-Natal,Maize,Loam,560.9,24.9,32.1,66.7,212.5,4.21,3.1,6.43
North West,Maize,Clay,344.5,28.9,29.2,90.4,246.7,2.04,123.2,5.29
Limpopo,Wheat,Sandy,294.8,19.9,19.5,135.5,255.0,3.92,4.4,2.58
North West,Sunflower,Sandy,547.2,22.9,21.5,116.3,60.9,4.53,31.6,1.98
Mpumalanga,Soybean,Loam,525.6,28.7,22.7,222.2,316.1,0.76,11.9,4.55
Limpopo,Maize,Sandy,509.9,28.3,21.5,0.0,283.7,1.08,26.3,5.41
Limpopo,Soybean,Sandy,751.1,19.3,45.0,0.0,151.3,4.13,1.5,3.2
Mpumalanga,Maize,Sandy Loam,295.0,21.6,17.0,109.4,180.9,3.43,29.0,5.05
Mpumalanga,Wheat,Sandy Loam,649.5,26.3,34.5,144.8,143.2,1.22,17.7,4.64
KwaZulu-Natal,Sunflower,Loam,732.5,25.9,45.3,11.8,210.7,4.76,27.3,2.58
Free State,Wheat,Loam,474.5,21.6,24.7,134.1,184.6,3.83,22.3,4.3
Free State,Wheat,Sandy,506.0,19.8,29.2,211.0,205.2,1.43,20.8,4.03
North West,Wheat,Clay,642.3,23.4,41.8,174.8,107.5,6.11,18.4,3.85
Free State,Wheat,Sandy Loam,385.9,20.1,18.0,113.8,134.9,1.39,44.2,3.85
Limpopo,Soybean,Sandy,739.1,21.8,46.3,209.2,221.7,2.17,34.8,12.75
KwaZulu-Natal,Wheat,Loam,450.3,27.4,27.9,268.4,288.9,5.91,17.2,4.21
Free State,Wheat,Clay,542.4,23.7,34.0,113.6,223.9,4.65,39.9,3.64
Free State,Soybean,Sandy,579.5,24.8,27.7,89.1,52.1,2.2,78.7,2.25
KwaZulu-Natal,Sunflower,Clay,477.2,23.3,21.3,55.3,226.3,0.41,9.5,2.5
North West,Sunflower,Clay,561.6,19.6,32.5,161.1,120.0,0.89,1.9,2.58
Free State,Sunflower,Loam,237.7,18.6,17.3,179.9,151.5,0.83,14.8,2.05
Limpopo,Wheat,Loam,432.4,17.1,25.1,71.9,220.6,2.96,95.0,4.19
Mpumalanga,Soybean,Sandy Loam,654.5,21.1,35.9,129.2,238.8,1.52,16.7,4.79
Free State,Wheat,Loam,290.6,19.2,20.1,136.7,122.8,3.92,43.9,2.64
KwaZulu-Natal,Sunflower,Loam,503.4,19.4,30.1,39.0,123.6,3.9,3.5,1.49
KwaZulu-Natal,Wheat,Sandy Loam,628.6,26.8,32.3,86.3,211.5,2.68,12.3,4.91
Limpopo,Wheat,Clay,514.1,17.9,24.8,122.8,225.3,1.11,32.4,4.11
Mpumalanga,Sunflower,Loam,639.7,25.9,39.3,208.5,148.2,4.41,1.0,3.72
Mpumalanga,Maize,Loam,701.5,21.1,36.1,229.4,255.8,2.92,9.2,8.68
Free State,Sunflower,Clay,683.8,25.6,33.9,158.0,160.6,3.31,7.6,3.36
Limpopo,Wheat,Sandy,523.0,19.9,34.0,0.0,164.8,2.93,23.0,2.57
North West,Maize,Sandy,625.3,20.8,28.4,206.1,252.0,3.74,11.7,6.37
Free State,Maize,Clay,441.0,25.5,18.2,188.6,269.2,2.14,27.9,5.48
Limpopo,Sunflower,Loam,423.9,21.8,23.8,214.0,56.7,0.58,11.3,3.0
Free State,Sunflower,Loam,671.3,24.0,33.5,142.1,186.5,4.6,1.1,3.11
KwaZulu-Natal,Wheat,Clay,579.9,22.2,29.6,0.0,243.8,2.23,40.8,3.34
Limpopo,Wheat,Sandy Loam,580.9,12.0,28.9,187.7,201.7,2.01,27.5,4.99
Free State,Maize,Sandy Loam,725.4,22.9,42.8,99.9,186.3,4.13,16.5,6.39
North West,Sunflower,Loam,636.3,18.5,30.6,92.5,186.5,2.82,1.9,2.6
KwaZulu-Natal,Wheat,Sandy Loam,955.4,17.3,56.9,63.6,281.6,3.23,1.2,5.45
Mpumalanga,Sunflower,Loam,526.8,22.3,29.1,38.2,116.8,0.99,17.3,2.28
North West,Maize,Loam,513.1,21.9,28.2,139.6,217.2,1.15,70.9,7.6
Limpopo,Sunflower,Sandy,323.0,17.8,11.6,211.4,244.5,3.55,14.7,1.86
Free State,Sunflower,Clay,635.0,26.7,32.1,187.7,111.2,2.6,56.6,3.09
Limpopo,Soybean,Loam,724.5,21.3,50.1,118.4,134.0,1.92,13.3,5.16
Free State,Wheat,Sandy,418.1,19.1,,0.0,208.5,1.62,31.9,2.97
Mpumalanga,Maize,Clay,571.9,20.6,29.4,58.1,232.6,2.33,20.7,6.16
KwaZulu-Natal,Sunflower,Sandy Loam,828.9,19.1,40.8,88.7,123.6,0.42,15.3,3.47
North West,Soybean,Clay,563.4,20.6,21.5,74.8,146.7,3.31,11.7,3.37
Free State,Soybean,Loam,543.5,22.8,35.9,221.0,160.0,2.58,11.7,3.58
Free State,Soybean,Loam,341.1,19.8,21.1,134.3,252.6,2.75,15.7,3.2
North West,Maize,Loam,577.7,23.8,35.2,44.3,195.5,0.83,9.3,6.73
Mpumalanga,Sunflower,Loam,890.7,16.2,48.0,182.8,238.5,3.28,18.9,3.73
Mpumalanga,Wheat,Sandy,429.6,23.5,26.9,38.4,319.7,2.42,1.4,3.34
North West,Wheat,Sandy Loam,571.4,25.3,36.6,254.5,226.8,3.54,20.7,3.99
Free State,Wheat,Sandy Loam,395.1,21.3,16.9,167.3,98.2,1.49,20.2,3.65
Free State,Sunflower,Loam,596.7,26.1,33.6,136.5,220.1,2.6,8.5,2.7
Limpopo,Maize,Sandy Loam,413.7,21.0,23.0,272.9,215.4,2.24,9.6,6.61
Limpopo,Sunflower,Sandy Loam,455.8,24.1,26.4,186.8,166.4,0.99,22.8,3.31
Free State,Sunflower,Clay,613.9,28.1,32.6,232.4,216.0,2.56,37.9,3.09
KwaZulu-Natal,Soybean,Loam,506.5,21.3,26.6,0.0,223.6,3.03,86.5,2.94
Free State,Wheat,Sandy Loam,715.9,24.8,45.5,258.8,173.6,2.56,19.7,4.96
North West,Maize,Sandy Loam,239.9,18.6,12.7,196.9,192.4,0.76,1.3,4.74
Limpopo,Maize,Clay,714.7,27.0,27.8,51.3,178.5,2.98,7.2,6.83
Mpumalanga,Sunflower,Loam,380.5,23.3,28.1,120.7,204.3,5.99,25.7,1.9
North West,Wheat,Loam,668.6,17.5,35.7,230.6,123.6,4.94,1.0,4.6
Mpumalanga,Soybean,Loam,575.3,17.2,34.0,322.1,164.2,3.65,21.1,4.22
Mpumalanga,Soybean,Loam,504.2,21.4,24.1,250.4,187.0,4.71,38.7,3.56
Free State,Sunflower,Sandy Loam,462.8,22.0,24.0,143.8,197.6,3.41,2.1,2.43
Limpopo,Wheat,Sandy,462.3,23.7,,104.0,238.3,1.67,99.4,3.84
KwaZulu-Natal,Wheat,Loam,774.6,18.1,41.6,133.0,196.3,2.28,51.7,6.12
North West,Soybean,Sandy Loam,474.6,18.3,29.9,51.3,120.8,1.96,1.0,2.98
Mpumalanga,Soybean,Loam,320.7,19.6,13.1,107.9,137.6,0.22,5.8,2.34
North West,Maize,Loam,490.7,19.1,27.0,55.9,144.4,1.26,12.9,6.18
Mpumalanga,Soybean,Sandy Loam,735.0,24.1,40.2,147.4,94.5,0.59,80.3,3.7
Limpopo,Wheat,Loam,435.3,25.5,26.1,154.1,226.6,1.31,45.7,4.84
Mpumalanga,Wheat,Clay,475.5,28.5,27.5,117.0,297.8,2.99,37.8,3.45
